t,x1,x2,x3
9.3300000000,-5.5404090752,-3.9169965859,25.9635389036
9.3400000000,-5.3898392715,-4.0015042091,25.4936601560
9.3500000000,-5.2626494649,-4.1066241279,25.0357149652
9.3600000000,-5.1585060274,-4.2309529629,24.5911022772
9.3700000000,-5.0769876272,-4.3733756547,24.1611154137
9.3800000000,-5.0176200065,-4.5330438009,23.7469841437
9.3900000000,-4.9799051614,-4.7093495887,23.3499111962
9.4000000000,-4.9633451097,-4.9018967111,22.9711041199
9.4100000000,-4.9674605225,-5.1104691908,22.6118033401
9.4200000000,-4.9918045367,-5.3349986266,22.2733071390
9.4300000000,-5.0359720680,-5.5755300391,21.9569941260
9.4400000000,-5.0996049167,-5.8321862093,21.6643435740
9.4500000000,-5.1823929085,-6.1051301796,21.3969537844
9.4600000000,-5.2840712485,-6.3945254041,21.1565584160
9.4700000000,-5.4044141969,-6.7004929133,20.9450404538
9.4800000000,-5.5432250957,-7.0230647805,20.7644432129
9.4900000000,-5.7003227095,-7.3621331678,20.6169774596
9.5000000000,-5.8755237746,-7.7173942893,20.5050233809
9.5100000000,-6.0686216102,-8.0882867899,20.4311257503
9.5200000000,-6.2793606198,-8.4739243151,20.3979802274
9.5300000000,-6.5074065274,-8.8730224775,20.4084083093
9.5400000000,-6.7523122552,-9.2838210458,20.4653180501
9.5500000000,-7.0134794766,-9.7040030234,20.5716473426
9.5600000000,-7.2901160828,-10.1306133802,20.7302863729
9.5700000000,-7.5811901075,-10.5599815601,20.9439759315
9.5800000000,-7.8853810696,-10.9876534979,21.2151787120
9.5900000000,-8.2010302334,-11.4083406677,21.5459217170
9.6000000000,-8.5260919490,-11.8158955179,21.9376095777
9.6100000000,-8.8580890016,-12.2033242869,22.3908111430
9.6200000000,-9.1940757248,-12.5628493051,22.9050251896
9.6300000000,-9.5306134456,-12.8860330087,23.4784355355
9.6400000000,-9.8637635014,-13.1639745043,24.1076709958
9.6500000000,-10.1891034559,-13.3875860738,24.7875910229
9.6600000000,-10.5017720430,-13.5479510837,25.5111227567
9.6700000000,-10.7965475840,-13.6367562308,26.2691784613
9.6800000000,-11.0679629984,-13.6467802582,27.0506826763
9.6900000000,-11.3104579459,-13.5724092534,27.8427345532
9.7000000000,-11.5185651792,-13.4101371228,28.6309219009
9.7100000000,-11.6871240670,-13.1590011890,29.3997892734
9.7200000000,-11.8115099508,-12.8208996390,30.1334440495
9.7300000000,-11.8878641492,-12.4007419431,30.8162642067
9.7400000000,-11.9133067848,-11.9063963703,31.4336528805
9.7500000000,-11.8861138417,-11.3484196246,31.9727717659
9.7600000000,-11.8058414449,-10.7395796454,32.4231814585
9.7700000000,-11.6733843284,-10.0942093775,32.7773238502
9.7800000000,-11.4909614352,-9.4274517194,33.0307992985
9.7900000000,-11.2620287332,-8.7544694400,33.1824166039
9.8000000000,-10.9911265423,-8.0896959941,33.2340221597
9.8100000000,-10.6836748327,-7.4461938068,33.1901406467
9.8200000000,-10.3457341700,-6.8351681901,33.0574787788
9.8300000000,-9.9837517832,-6.2656617499,32.8443531668
9.8400000000,-9.6043115835,-5.7444305861,32.5601029842
9.8500000000,-9.2139042971,-5.2759837480,32.2145394843
9.8600000000,-8.8187298579,-4.8627537780,31.8174705201
9.8700000000,-8.4245396129,-4.5053595305,31.3783223965
9.8800000000,-8.0365214220,-4.2029221212,30.9058665204
9.8900000000,-7.6592268968,-3.9533992345,30.4080463475
9.9000000000,-7.2965371147,-3.7539101618,29.8918919485
9.9100000000,-6.9516612600,-3.6010320773,29.3635051260
9.9200000000,-6.6271616951,-3.4910558202,28.8280968014
9.9300000000,-6.3249987967,-3.4201960046,28.2900594844
9.9400000000,-6.0465892877,-3.3847552531,27.7530601185
9.9500000000,-5.7928725466,-3.3812457233,27.2201416970
9.9600000000,-5.5643803095,-3.4064730786,26.6938251922
9.9700000000,-5.3613061558,-3.4575889309,26.1762061717
9.9800000000,-5.1835720954,-3.5321178763,25.6690428132
9.9900000000,-5.0308903972,-3.6279648309,25.1738338173
10.0000000000,-4.9028194837,-3.7434076753,24.6918859880
